experiment_id,test_id,wasa95
20250106-110416_709c4801,4314139,0.23076923076923078
20250106-110416_709c4801,4426783,0.6956521739130435
20250106-110416_709c4801,46343,0.5595238095238095
20250106-110416_709c4801,5132496,0.6875
20250106-110416_709c4801,5498603,0.18269230769230768
20250106-110416_709c4801,5797046,0.11392405063291139
20250106-110416_709c4801,6220552,0.38461538461538464
20250106-110416_709c4801,759667,0.5882352941176471
20250106-110416_709c4801,781756,0.10975609756097561
20250106-110416_709c4801,8000685,0.6666666666666666
20250106-110416_709c4801,8173033,0.6551724137931034
20250106-110416_709c4801,844359,0.4945054945054945
20250106-110416_709c4801,8530312,0.10526315789473684
20250106-110416_709c4801,8686948,0.8775510204081632
20250106-110416_709c4801,8692923,0.8545454545454545
20250106-110416_709c4801,9106476,0.2988505747126437
20250106-110416_709c4801,9618981,0.27956989247311825
20250106-110416_709c4801,9961348,0.6231884057971014
20250106-160601_b1680b0e,1066528,0.427536231884058
20250106-160601_b1680b0e,1360686,0.6559139784946236
20250106-160601_b1680b0e,1449548,0.29896907216494845
20250106-160601_b1680b0e,1455390,0.38095238095238093
20250106-160601_b1680b0e,1818471,0.9
20250106-160601_b1680b0e,2598705,0.8571428571428571
20250106-160601_b1680b0e,2638030,0.6585365853658537
20250106-160601_b1680b0e,3509524,0.7884615384615384
20250106-160601_b1680b0e,3997827,0.96
20250106-160601_b1680b0e,4018081,0.9014084507042254
20250106-160601_b1680b0e,4314139,0.41346153846153844
20250106-160601_b1680b0e,4426783,0.7391304347826086
20250106-160601_b1680b0e,46343,0.8214285714285714
20250106-160601_b1680b0e,5132496,0.6875
20250106-160601_b1680b0e,5498603,0.49038461538461536
20250106-160601_b1680b0e,5797046,0.02531645569620253
20250106-160601_b1680b0e,6220552,0.4423076923076923
20250106-160601_b1680b0e,759667,0.8823529411764706
20250106-160601_b1680b0e,781756,0.32926829268292684
20250106-160601_b1680b0e,8000685,0.5757575757575758
20250106-160601_b1680b0e,8173033,0.8275862068965517
20250106-160601_b1680b0e,844359,0.5164835164835165
20250106-160601_b1680b0e,8530312,0.3157894736842105
20250106-160601_b1680b0e,8686948,0.5306122448979592
20250106-160601_b1680b0e,8692923,0.7636363636363637
20250106-160601_b1680b0e,9106476,0.14942528735632185
20250106-160601_b1680b0e,9618981,0.46236559139784944
20250106-160601_b1680b0e,9961348,0.8260869565217391
20250113-112256_bce788cb,1066528,0.427536231884058
20250113-112256_bce788cb,1360686,0.5591397849462365
20250113-112256_bce788cb,1449548,0.3917525773195876
20250113-112256_bce788cb,1455390,0.4523809523809524
20250113-112256_bce788cb,1818471,0.6
20250113-112256_bce788cb,2598705,0.07142857142857142
20250113-112256_bce788cb,2638030,0.6585365853658537
20250113-112256_bce788cb,3509524,0.8269230769230769
20250113-112256_bce788cb,3997827,1.0
20250113-112256_bce788cb,4018081,0.9436619718309859
20250113-112256_bce788cb,4314139,0.4326923076923077
20250113-112256_bce788cb,4426783,0.6666666666666666
20250113-112256_bce788cb,46343,0.8452380952380952
20250113-112256_bce788cb,5132496,0.75
20250113-112256_bce788cb,5498603,0.25
20250113-112256_bce788cb,5797046,0.05063291139240506
20250113-112256_bce788cb,6220552,0.038461538461538464
20250113-112256_bce788cb,759667,0.8823529411764706
20250113-112256_bce788cb,781756,0.5487804878048781
20250113-112256_bce788cb,8000685,0.7878787878787878
20250113-112256_bce788cb,8173033,0.896551724137931
20250113-112256_bce788cb,844359,0.5824175824175825
20250113-112256_bce788cb,8530312,0.6842105263157895
20250113-112256_bce788cb,8686948,0.9795918367346939
20250113-112256_bce788cb,8692923,0.6454545454545455
20250113-112256_bce788cb,9106476,0.1724137931034483
20250113-112256_bce788cb,9618981,0.3978494623655914
20250113-112256_bce788cb,9961348,0.8115942028985508
20250113-182922_d76f6a04,1066528,0.43478260869565216
20250113-182922_d76f6a04,1360686,0.4946236559139785
20250113-182922_d76f6a04,1449548,0.1958762886597938
20250113-182922_d76f6a04,1455390,0.40476190476190477
20250113-182922_d76f6a04,1818471,0.8
20250113-182922_d76f6a04,2598705,0.21428571428571427
20250113-182922_d76f6a04,2638030,0.7886178861788617
20250113-182922_d76f6a04,3509524,0.7692307692307693
20250113-182922_d76f6a04,3997827,1.0
20250113-182922_d76f6a04,4018081,0.9154929577464789
20250113-182922_d76f6a04,4314139,0.2403846153846154
20250113-182922_d76f6a04,4426783,0.7246376811594203
20250113-182922_d76f6a04,46343,0.9047619047619048
20250113-182922_d76f6a04,5132496,0.6875
20250113-182922_d76f6a04,5498603,0.5
20250113-182922_d76f6a04,5797046,0.10126582278481013
20250113-182922_d76f6a04,6220552,0.11538461538461539
20250113-182922_d76f6a04,759667,0.9411764705882353
20250113-182922_d76f6a04,781756,0.25609756097560976
20250113-182922_d76f6a04,8000685,0.7575757575757576
20250113-182922_d76f6a04,8173033,0.6551724137931034
20250113-182922_d76f6a04,844359,0.5824175824175825
20250113-182922_d76f6a04,8530312,0.3684210526315789
20250113-182922_d76f6a04,8686948,0.7551020408163265
20250113-182922_d76f6a04,8692923,0.6454545454545455
20250113-182922_d76f6a04,9106476,0.034482758620689655
20250113-182922_d76f6a04,9618981,0.3978494623655914
20250113-182922_d76f6a04,9961348,0.6811594202898551
20250114-070413_e571fbc3,1066528,0.5362318840579711
20250114-070413_e571fbc3,1360686,0.7311827956989247
20250114-070413_e571fbc3,1449548,0.16494845360824742
20250114-070413_e571fbc3,1455390,0.36904761904761907
20250114-070413_e571fbc3,1818471,0.7
20250114-070413_e571fbc3,2598705,0.35714285714285715
20250114-070413_e571fbc3,2638030,0.6910569105691057
20250114-070413_e571fbc3,3509524,0.8461538461538461
20250114-070413_e571fbc3,3997827,0.96
20250114-070413_e571fbc3,4018081,0.647887323943662
20250114-070413_e571fbc3,4314139,0.5192307692307693
20250114-070413_e571fbc3,4426783,0.7246376811594203
20250114-070413_e571fbc3,46343,0.75
20250114-070413_e571fbc3,5132496,0.71875
20250114-070413_e571fbc3,5498603,0.38461538461538464
20250114-070413_e571fbc3,5797046,0.12658227848101267
20250114-070413_e571fbc3,6220552,0.15384615384615385
20250114-070413_e571fbc3,759667,0.8235294117647058
20250114-070413_e571fbc3,781756,0.4146341463414634
20250114-070413_e571fbc3,8000685,0.7878787878787878
20250114-070413_e571fbc3,8173033,0.5172413793103449
20250114-070413_e571fbc3,844359,0.5274725274725275
20250114-070413_e571fbc3,8530312,0.013157894736842105
20250114-070413_e571fbc3,8686948,0.8979591836734694
20250114-070413_e571fbc3,8692923,0.6363636363636364
20250114-070413_e571fbc3,9106476,0.3103448275862069
20250114-070413_e571fbc3,9618981,0.2903225806451613
20250114-070413_e571fbc3,9961348,0.21739130434782608
